Name,Standarlized Name,Academic Influence Ranking (Concentrated Influence),Washington Monthly Ranking,UnitID,8-year graduation rate,Graduation rate rank,"Predicted graduation rate based on % of Pell recipients, incoming SATs, etc.",Graduation rate performance rank,Pell/non-Pell graduation gap,Pell graduation gap rank,Number of Pell graduates,Actual vs. predicted Pell enrollment,Pell performance rank,Earnings 10 years after college entry,Predicted earnings,Earnings performance rank,"Net price of attendance for families below $75,000 income",Net price rank,"Research expenditures, in millions",Research expenditures rank,Bachelor's to PhD rank,AmeriCorps/Peace Corps rank,ROTC rank,Percent of federal work-study funds spent on service,Percent of federal work-study funds spent on service rank,Earns Carnegie Community Engagement Classification?,Voting engagement points,Percent of grads with service-oriented majors,Service-oriented majors rank,Social mobility rank,Research rank,Service rank,State abbreviation,Times Higher Education Ranking (2022) ,City,State,US News Ranking (with ties) ,us_news_displayRank,us_news_schoolType,us_news_aliasNames,us_news_city,us_news_region,us_news_institutionalControl,us_news_isTied,us_news_actAvg,us_news_percentReceivingAid,us_news_acceptanceRate,us_news_tuition,us_news_hsGpaAvg,us_news_enrollment,us_news_satAvg,us_news_costAfterAid,us_news_Setting,Degree Choices Ranking,DC_economic_score,DC_cost,DC_earnings,DC_graduation_rate,Pell Students,UNITID,OPEID,URL,Men Enroll,Women Enroll,White Enroll,Black Enroll,Hispanic Enroll,Asian Enroll,AI/AN Enroll,NH/PI Enroll,2+ Races Enroll,Non-Res Aliens Enroll,Race Unkn Enroll,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,Avg Cost (4yr),Adm Rate,Comp Rate (100%),Pub/Priv Type
austin college,austin college,144,150,222983,70%,104,72%,128,-9%,137,77,0%,95,58542,67154,189,18302,124,0.2,113,59,58,112,3%,164,NO,2,14%,36,167,80,90,tx,95,Sherman,Texas,93,#93,national-liberal-arts-colleges,,Sherman,,private,TRUE,23,65,55,46025,3.6,1169,1130,25948,,58,3.87,"$22,764","$61,296",70%,0.3113,222983,354300,www.austincollege.edu/,0.4966,0.5034,0.4889,0.0712,0.2607,0.1201,0.0111,0.0009,0.0326,0.012,0.0026,0,0,0,0,1,0,0,57746,0.5437211094,0.6725,2
austin peay state university,austin peay state university,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ave maria university,ave maria university,231,190,446048,67%,125,62%,41,-13%,162,71,-12%,182,45331,57620,194,14692,66,0,122,176,178,112,5%,141,NO,0,10%,58,178,178,177,fl,,,,182,#182,national-liberal-arts-colleges,,Ave Maria,,private,TRUE,,,44,28224,,1251,,,,137,8.03,"$21,131","$49,520",54%,0.2754,446048,3941300,www.avemaria.edu/,0.4545,0.5455,0.7065,0.0407,0.1276,0.0423,0.0114,0,0,0.0285,0.0431,0,0,0,0,0,0,0,41590,0.4421269095,0.4323,2
averett university,averett university,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avila university,avila university,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacone college,bacone college,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baker college,baker college,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bakersfield college,bakersfield college,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baldwin wallace university,baldwin wallace university,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bard college,bard college,22,81,189088,74%,85,76%,125,3%,17,87,0%,100,43133,49377,173,18812,138,0.2,117,48,57,112,3%,160,YES,6,3%,114,101,69,37,ny,100,Annandale-On-Hudson,New York,72,#72,national-liberal-arts-colleges,,Annandale on Hudson,,private,FALSE,,,60,60270,,2171,,,,,,,,,0.2525,189088,267100,www.bard.edu/,0.4213,0.5787,0.4747,0.121,0.1256,0.0308,0.0009,0,0.0708,0.1329,0.0432,0,0,0,0,0,0,0,78900,0.4773742185,0.6154,2
bard college at simon's rock,bard college at simon's rock,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnard college,barnard college,19,61,189097,93%,11,97%,151,-1%,45,111,-4%,127,73047,73689,100,16067,88,4,15,32,136,110,19%,16,NO,0,0%,149,69,19,149,ny,14,New York,New York,11,#11,national-liberal-arts-colleges,,New York,,private,TRUE,32,,9,66246,,3442,1440,,City,15,2.13,"$27,999","$80,516",90%,0.1618,189097,270800,www.barnard.edu/,0,1,0.3685,0.0576,0.1452,0.1993,0.0006,0,0.0752,0.1331,0.0205,0,0,0,0,0,0,0,79717,0.08793404946,0.8716,2
barton college,barton college,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baruch college,baruch college,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bates college,bates college,36,39,160977,91%,22,90%,97,1%,26,51,-6%,152,65283,71473,170,8222,14,2.1,38,51,74,112,13%,34,YES,6,0%,149,61,49,30,me,19,Lewiston,Maine,24,#24,national-liberal-arts-colleges,,Lewiston,,private,FALSE,31,40,14,63478,,1790,1310,27515,,38,3.15,"$29,341","$69,498",92%,0.0999,160977,203600,www.bates.edu/,0.4726,0.5274,0.6235,0.0508,0.0905,0.0637,0.0022,0.0011,0.0754,0.0883,0.0045,0,0,0,0,0,0,0,77870,0.1374350296,0.8833,2
bay path university,bay path university,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bay state college,bay state college,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayamón central university,bayamón central university,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beacon college,beacon college,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beckfield college-florence,beckfield college-florence,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
belhaven university,belhaven university,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bellevue college,bellevue college,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bellevue university,bellevue university,1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bellingham technical college,bellingham technical college,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
belmont abbey college,belmont abbey college,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beloit college,beloit college,64,63,238333,81%,57,71%,13,-3%,72,65,3%,66,52110,55071,139,13312,48,0.1,119,29,71,112,6%,118,NO,2,4%,108,52,47,123,wi,66,Beloit,Wisconsin,86,#86,national-liberal-arts-colleges,,Beloit,,private,TRUE,26,67,66,58554,3.3,964,1190,26988,City,115,6.15,"$19,672","$53,260",77%,0.3232,238333,383500,www.beloit.edu/,0.4777,0.5223,0.4919,0.0934,0.1672,0.0315,0,0,0.0369,0.1509,0.0282,0,0,0,0,0,0,0,66936,0.6585788562,0.6518,2
bemidji state university,bemidji state university,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benedict college,benedict college,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benedictine college,benedictine college,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bennett college,bennett college,158,47,197993,40%,180,31%,16,12%,1,78,15%,12,34994,29279,31,21859,175,0,122,89,80,112,8%,83,NO,4,11%,53,28,101,77,nc,,,,180,#180,national-liberal-arts-colleges,,Greensboro,,private,TRUE,,,79,18550,,207,,,,,,,,,0.7488,197993,291100,https://www.bennett.edu/,0,1,0,0.5536,0.0179,0,0.006,0,0.1786,0.0417,0.2024,1,0,0,0,0,0,0,35872,0.4462571977,0.1053,2
bennington college,bennington college,10,88,230816,74%,88,71%,62,1%,27,30,1%,89,46270,45745,84,22894,180,0,122,80,8,112,14%,32,NO,1,1%,136,104,95,38,vt,,,,112,#112,national-liberal-arts-colleges,,Bennington,,private,TRUE,29,,45,64644,3.6,785,1260,,,,,,,,0.2259,230816,368200,https://www.bennington.edu/,0.3288,0.6712,0.6276,0.0286,0.1023,0.0082,0.0055,0,0.0464,0.1555,0.0259,0,0,0,0,0,0,0,80648,0.4530524813,0.6308,2
bentley university,bentley university,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berea college,berea college,94,2,156295,67%,121,52%,5,-17%,184,279,41%,1,38946,34393,42,4498,4,0,122,106,34,112,5%,140,YES,4,9%,60,1,120,22,ky,53,Berea,Kentucky,30,#30,national-liberal-arts-colleges,,Berea,,private,TRUE,23,,25,726,3.6,1433,1136,,,18,2.18,"$2,601","$43,150",66%,0.8239,156295,195500,https://www.berea.edu/,0.403,0.597,0.4426,0.187,0.1544,0.039,0,0.0007,0.0885,0.0829,0.005,0,0,0,0,0,0,0,54396,0.2458276951,0.5132,2
berkeley college,berkeley college,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berry college,berry college,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bethany college,bethany college,167,167,237181,41%,177,49%,180,-21%,190,40,-10%,175,45649,44942,81,11805,37,0,122,92,67,112,0%,187,NO,0,32%,3,181,103,82,wv,,,,-1,#186-204,national-liberal-arts-colleges,,Bethany,,private,FALSE,18,,74,32640,,545,870,,,,,,,,0.4046,237181,380800,www.bethanywv.edu/,0.5606,0.4394,0.5354,0.1515,0.064,0.0017,0.0034,0.0017,0.0354,0.1077,0.0993,0,0,0,0,0,0,0,47610,0.6491889853,0.2927,2
bethany college,bethany college,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ks,,,,,,,,,,,,,,,,,,,,,,,,,,0.4732,154721,190400,https://www.bethanylb.edu/,0.6023,0.3977,0.4722,0.1988,0.1886,0.0175,0.0146,0.0073,0.0395,0.0614,0,0,0,0,0,0,0,0,50636,0.6603237717,0.2367,2
bethany lutheran college,bethany lutheran college,775,173,173142,53%,160,61%,177,-5%,99,41,-8%,164,42936,48430,165,12346,42,0,122,188,127,56,7%,103,NO,0,14%,35,153,189,147,mn,,,,159,#159,national-liberal-arts-colleges,,Mankato,,private,TRUE,20,,58,30010,3.5,784,990,,Rural,150,13.82,"$17,362","$46,110",61%,0.2914,173142,233700,https://www.blc.edu/,0.4945,0.5055,0.6271,0.0343,0.0624,0.0218,0.0062,0,0.0421,0.1981,0.0078,0,0,0,0,0,0,0,39103,0.584962406,0.4928,2
bethel college,bethel college,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bethel university,bethel university,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bethel university,bethel university,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bethune-cookman university,bethune-cookman university,402,37,132602,37%,183,38%,113,1%,32,356,19%,7,37270,29689,19,14969,69,0.6,81,172,118,46,3%,167,NO,1,9%,61,4,167,156,fl,,,,-1,#186-204,national-liberal-arts-colleges,Bethune Cookman University,Daytona Beach,,private,FALSE,15,,85,14794,3.3,2628,830,,,,,,,,0.7632,132602,146700,www.cookman.edu/,0.3695,0.6305,0.0068,0.804,0.0582,0.0004,0.0019,0,0.0263,0.0293,0.0731,1,0,0,0,0,0,0,29551,0.8496645342,0.1783,2
beulah heights university,beulah heights university,,198,139153,28%,192,35%,172,-39%,198,39,-9%,172,28049,40543,195,10138,25,0,122,194,180,112,0%,187,NO,0,0%,149,198,194,196,ga,,,,,,,,,,,,,,,,,,,,,,,,,,0.3043,139153,3076300,www.beulah.edu/,0.5385,0.4615,0.1958,0.5175,0.0769,0.1049,0,0,0,0,0.1049,0,0,0,0,0,0,0,,,0,2
birmingham-southern college,birmingham-southern college,270,194,100937,68%,115,70%,133,-21%,191,39,-14%,191,53006,60485,185,18569,132,0,122,90,177,64,9%,66,NO,0,4%,107,195,102,178,al,,,,135,#135,national-liberal-arts-colleges,Birmingham Southern College,Birmingham,,private,TRUE,22,,57,22750,3.7,975,1150,,Urban,,,,,,0.2277,100937,101200,www.bsc.edu/,0.5248,0.4752,0.7397,0.1519,0.0558,0.0227,0.001,0,0.0134,0.0145,0.001,0,0,0,0,0,0,0,35495,0.5717124876,0.5854,2
bismarck state college,bismarck state college,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black hills state university,black hills state university,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackburn college,blackburn college,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloomfield college,bloomfield college,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue mountain college,blue mountain college,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bluefield state university,bluefield state university,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bluefield university,bluefield university,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bluffton university,bluffton university,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bob jones university,bob jones university,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boricua college,boricua college,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bowdoin college,bowdoin college,20,11,161004,95%,2,89%,34,-1%,53,60,-2%,118,67538,73247,166,8533,15,2.7,31,30,50,103,39%,2,NO,6,0%,148,41,21,9,me,9,Brunswick,Maine,9,#9,national-liberal-arts-colleges,,Brunswick,,private,TRUE,33,48,9,64910,,1915,1460,21380,Suburban,7,1.52,"$18,533","$82,735",94%,0.1561,161004,203800,https://www.bowdoin.edu/,0.484,0.516,0.5563,0.0602,0.1325,0.0932,0.001,0.0016,0.0885,0.0634,0.0031,0,0,0,0,0,0,0,76310,0.09193686007,0.8807,2
bowie state university,bowie state university,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bradley university,bradley university,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brazosport college,brazosport college,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brenau university,brenau university,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brescia university,brescia university,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brevard college,brevard college,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brewton–parker college,brewton–parker college,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
briar cliff university,briar cliff university,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bridgewater college,bridgewater college,654,162,231581,63%,143,64%,123,-12%,156,98,-7%,159,49335,50414,111,16526,96,0,122,164,79,89,10%,59,NO,0,4%,100,141,169,139,va,,,,167,#167,national-liberal-arts-colleges,,Bridgewater,,private,TRUE,22,,90,41350,,1385,1020,,,108,5.83,"$18,897","$53,453",64%,0.3065,231581,370400,https://www.bridgewater.edu/,0.4815,0.5185,0.6708,0.1182,0.074,0.0131,0.0007,0.0022,0.0631,0.0218,0.0363,0,0,0,0,0,0,0,53800,0.9035861258,0.5183,2
bridgewater state university,bridgewater state university,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brigham young university–hawaii,brigham young university–hawaii,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brigham young university–idaho,brigham young university–idaho,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn college,brooklyn college,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broward college,broward college,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bryan college,bryan college,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bryant & stratton college,bryant & stratton college,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bryant & stratton college-online,bryant & stratton college-online,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bryant university,bryant university,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bryn athyn college,bryn athyn college,686,168,210492,53%,161,46%,25,-6%,111,18,-1%,105,46215,48721,133,18148,119,0.2,115,183,180,77,10%,54,NO,0,13%,39,139,179,159,pa,,,,174,#174,national-liberal-arts-colleges,,Bryn Athyn,,private,TRUE,19,,80,28669,3.2,272,980,,Suburban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bryn mawr college,bryn mawr college,3,10,211273,86%,37,87%,115,2%,19,51,-3%,123,68946,64092,38,15334,73,8.8,2,14,78,84,8%,78,NO,6,18%,25,44,3,45,pa,23,Bryn Mawr,Pennsylvania,30,#30,national-liberal-arts-colleges,,Bryn Mawr,,private,TRUE,29,44,31,62560,,1409,1280,22118,,89,4.77,"$41,833","$75,217",84%,0.1399,211273,323700,www.brynmawr.edu/,0,1,0.5107,0.0506,0.1013,0.1106,0.0007,0,0.0556,0.1448,0.0257,0,0,0,0,0,0,0,75690,0.3074568726,0.7838,2
bucknell university,bucknell university,122,59,211291,90%,24,89%,87,-1%,49,94,-11%,179,87393,72903,6,23736,186,5.2,7,73,172,17,4%,146,NO,5,3%,123,50,24,151,pa,27,Lewisburg,Pennsylvania,30,#30,national-liberal-arts-colleges,,Lewisburg,,private,TRUE,30,39,33,64772,3.6,3747,1310,38645,Rural,28,2.59,"$42,198","$93,807",88%,0.1022,211291,323800,www.bucknell.edu/,0.4812,0.5188,0.7567,0.0413,0.0726,0.045,0.0003,0.0005,0.037,0.0461,0.0005,0,0,0,0,0,0,0,77740,0.3255317332,0.8242,2
buena vista university,buena vista university,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffalo state university,buffalo state university,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bushnell university,bushnell university,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butler university,butler university,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabrini university,cabrini university,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cairn university,cairn university,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caldwell university,caldwell university,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
california baptist university,california baptist university,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
california lutheran university,california lutheran university,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california polytechnic state university, san luis obispo","california polytechnic state university, san luis obispo",974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state polytechnic university, humboldt","california state polytechnic university, humboldt",708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state polytechnic university, pomona","california state polytechnic university, pomona",871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
california state university channel islands,california state university channel islands,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
california state university maritime academy,california state university maritime academy,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
california state university san marcos,california state university san marcos,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, bakersfield","california state university, bakersfield",1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, chico","california state university, chico",723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, dominguez hills","california state university, dominguez hills",1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, east bay","california state university, east bay",822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, fullerton","california state university, fullerton",802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, long beach","california state university, long beach",795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, los angeles","california state university, los angeles",612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, monterey bay","california state university, monterey bay",985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, northridge","california state university, northridge",685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"california state university, sacramento","california state university, sacramento",805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
