,Name,name,UnitID,8-year graduation rate,Graduation rate rank,"Predicted graduation rate based on % of Pell recipients, incoming SATs, etc.",Graduation rate performance rank,Pell/non-Pell graduation gap,Pell graduation gap rank,Number of Pell graduates,Actual vs. predicted Pell enrollment,Pell performance rank,Earnings 10 years after college entry,Predicted earnings,Earnings performance rank,"Net price of attendance for families below $75,000 income",Net price rank,"Research expenditures, in millions",Research expenditures rank,Bachelor's to PhD rank,AmeriCorps/Peace Corps rank,ROTC rank,Percent of federal work-study funds spent on service,Percent of federal work-study funds spent on service rank,Earns Carnegie Community Engagement Classification?,Voting engagement points,Percent of grads with service-oriented majors,Service-oriented majors rank,Social mobility rank,Research rank,Service rank,state,THE_US_rank 2022,City,State,us_news_schoolType,us_news_aliasNames,us_news_city,us_news_region,us_news_institutionalControl,us_news_displayRank,us_news_sortRank,THE_rank,WM_Rank,us_news_isTied,us_news_actAvg,us_news_percentReceivingAid,us_news_acceptanceRate,us_news_tuition,us_news_hsGpaAvg,us_news_enrollment,us_news_satAvg,us_news_costAfterAid,us_news_Setting,DC_economic_score,DC_cost,DC_earnings,DC_graduation_rate,DC_Ranking,AI_Ranking,Pell Students,UNITID,OPEID,URL,Men Enroll,Women Enroll,White Enroll,Black Enroll,Hispanic Enroll,Asian Enroll,AI/AN Enroll,NH/PI Enroll,2+ Races Enroll,Non-Res Aliens Enroll,Race Unkn Enroll,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,Avg Cost (4yr),Adm Rate,Comp Rate (100%),Pub/Priv Type
41,hamilton college,hamilton college,191515.0,93%,10.0,92%,85.0,0%,41.0,69.0,0%,96.0,75777.0,71678.0,48.0,10517.0,29.0,2.3,35.0,62.0,30.0,82.0,17%,23.0,NO,6.0,0%,149.0,18.0,52.0,25.0,ny,58.0,Clinton,New York,national-liberal-arts-colleges,,Clinton,,private,#16,16.0,17.0,15.0,True,33.0,51.0,12.0,65740.0,,2075.0,1420.0,29735.0,Rural,2.11,"$24,837","$78,411",90%,14.0,43.0,0.182,191515.0,272800.0,https://www.hamilton.edu/,0.4481,0.5519,0.6451,0.0314,0.0951,0.0903,0.0005,0.0,0.0526,0.0729,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.11778967572482,0.8856,2.0
42,harvey mudd college,harvey mudd college,115409.0,94%,7.0,98%,164.0,-1%,56.0,27.0,7%,35.0,118602.0,89460.0,1.0,17716.0,114.0,3.0,23.0,1.0,180.0,65.0,14%,31.0,NO,4.0,0%,149.0,3.0,2.0,148.0,ca,,,,national-liberal-arts-colleges,,Claremont,,private,#16,16.0,,1.0,True,34.0,44.0,13.0,66255.0,,906.0,1480.0,36221.0,,1.08,"$39,671","$138,687",93%,2.0,29.0,0.1293,115409.0,117100.0,https://www.hmc.edu/,0.5055,0.4945,0.2528,0.0596,0.2097,0.2241,0.0044,0.0022,0.1071,0.0905,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82236.0,0.13355855855855,0.8826,2.0
43,smith college,smith college,167835.0,89%,26.0,94%,162.0,-1%,46.0,148.0,13%,17.0,57650.0,64605.0,179.0,13275.0,47.0,4.9,9.0,21.0,51.0,104.0,9%,68.0,NO,6.0,19%,22.0,48.0,14.0,26.0,ma,39.0,Northampton,Massachusetts,national-liberal-arts-colleges,,Northampton,,private,#16,16.0,10.0,14.0,True,31.0,58.0,23.0,61568.0,,2523.0,1370.0,24536.0,Suburban,5.11,"$31,087","$64,027",87%,97.0,5.0,0.1836,167835.0,220900.0,www.smith.edu/,0.0004,0.9996,0.5109,0.0541,0.1225,0.0958,0.0008,0.0016,0.0569,0.1412,0.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78438.0,0.22864217911679,0.8257,2.0
44,vassar college,vassar college,197133.0,92%,17.0,94%,143.0,-1%,57.0,140.0,6%,43.0,63486.0,70227.0,177.0,12884.0,45.0,1.3,51.0,12.0,82.0,92.0,31%,6.0,NO,5.0,1%,137.0,57.0,16.0,32.0,ny,65.0,Poughkeepsie,New York,national-liberal-arts-colleges,,Poughkeepsie,,private,#16,16.0,20.0,27.0,True,32.0,52.0,19.0,67805.0,,2459.0,1430.0,29397.0,,4.07,"$35,701","$71,366",88%,64.0,12.0,0.2096,197133.0,289500.0,www.vassar.edu/,0.3848,0.6152,0.5407,0.0391,0.121,0.1214,0.0004,0.0,0.0823,0.0724,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80784.0,0.18655800911321,0.8741,2.0
45,colgate university,colgate university,190099.0,91%,23.0,90%,93.0,-2%,69.0,75.0,-10%,174.0,81502.0,71390.0,11.0,12036.0,38.0,3.3,21.0,56.0,87.0,98.0,20%,15.0,NO,6.0,3%,113.0,22.0,38.0,50.0,ny,52.0,Hamilton,New York,national-liberal-arts-colleges,,Hamilton,,private,#21,21.0,15.0,20.0,True,32.0,33.0,12.0,67024.0,3.9,3130.0,1410.0,21721.0,Rural,1.6,"$24,052","$85,139",91%,9.0,49.0,0.1285,190099.0,270100.0,https://www.colgate.edu/,0.4453,0.5547,0.6428,0.0467,0.0931,0.0573,0.001,0.0016,0.0496,0.0893,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80160.0,0.12430716755886,0.8773,2.0
46,haverford college,haverford college,212911.0,92%,16.0,90%,77.0,2%,22.0,48.0,2%,75.0,73761.0,74250.0,97.0,9140.0,19.0,3.7,18.0,6.0,54.0,107.0,36%,4.0,NO,6.0,0%,149.0,26.0,8.0,14.0,pa,36.0,Haverford,Pennsylvania,national-liberal-arts-colleges,,Haverford,,private,#21,21.0,8.0,5.0,True,33.0,42.0,14.0,68020.0,,1421.0,1430.0,23753.0,Suburban,2.6,"$21,464","$79,966",92%,29.0,13.0,0.1423,212911.0,327400.0,https://www.haverford.edu/,0.4559,0.5441,0.494,0.0529,0.1284,0.1235,0.0,0.0,0.0854,0.1073,0.0085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81420.0,0.14212480113134,0.8309,2.0
47,washington and lee university,washington and lee university,234207.0,94%,6.0,90%,52.0,0%,43.0,46.0,1%,84.0,85126.0,71680.0,7.0,3421.0,2.0,0.5,85.0,85.0,122.0,25.0,32%,5.0,NO,3.0,0%,149.0,2.0,93.0,61.0,va,,,,national-liberal-arts-colleges,W&L,Lexington,,private,#21,21.0,,8.0,True,32.0,47.0,17.0,64525.0,,1867.0,1410.0,24697.0,City,1.43,"$29,479","$94,810",93%,5.0,27.0,0.1039,234207.0,376800.0,www.wlu.edu/,0.4911,0.5089,0.7233,0.0398,0.0801,0.0398,0.0011,0.0011,0.0457,0.0639,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80300.0,0.16957364341085,0.9267,2.0
48,bates college,bates college,160977.0,91%,22.0,90%,97.0,1%,26.0,51.0,-6%,152.0,65283.0,71473.0,170.0,8222.0,14.0,2.1,38.0,51.0,74.0,112.0,13%,34.0,YES,6.0,0%,149.0,61.0,49.0,30.0,me,64.0,Lewiston,Maine,national-liberal-arts-colleges,,Lewiston,,private,#24,24.0,19.0,39.0,False,31.0,40.0,14.0,63478.0,,1790.0,1310.0,27515.0,,3.15,"$29,341","$69,498",92%,38.0,36.0,0.0999,160977.0,203600.0,www.bates.edu/,0.4726,0.5274,0.6235,0.0508,0.0905,0.0637,0.0022,0.0011,0.0754,0.0883,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77870.0,0.1374350296144,0.8833,2.0
49,colby college,colby college,161086.0,91%,20.0,93%,130.0,1%,31.0,49.0,1%,86.0,77805.0,74115.0,51.0,3782.0,3.0,1.8,43.0,38.0,68.0,112.0,7%,96.0,NO,6.0,2%,132.0,9.0,42.0,85.0,me,,,,national-liberal-arts-colleges,,Waterville,,private,#25,25.0,,13.0,True,32.0,40.0,8.0,66600.0,,2299.0,1430.0,19048.0,,1.37,"$16,507","$80,490",90%,3.0,59.0,0.1406,161086.0,203900.0,www.colby.edu/,0.4759,0.5241,0.5607,0.0535,0.08,0.0983,0.0017,0.0004,0.0661,0.1031,0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78665.0,0.07613972764949,0.8412,2.0
50,university of richmond,university of richmond,233374.0,85%,42.0,88%,150.0,-2%,61.0,147.0,1%,88.0,75013.0,68836.0,26.0,11534.0,34.0,3.0,22.0,87.0,133.0,35.0,6%,109.0,YES,0.0,5%,95.0,16.0,55.0,114.0,va,,,,national-liberal-arts-colleges,,Univ. of Richmond,,private,#25,25.0,,35.0,True,32.0,37.0,24.0,62600.0,3.8,3145.0,1400.0,26191.0,Suburban,2.47,"$28,649","$76,178",87%,22.0,91.0,0.1879,233374.0,374400.0,https://www.richmond.edu/,0.4624,0.5376,0.6008,0.0645,0.1013,0.0652,0.0023,0.0003,0.045,0.0981,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74354.0,0.24373433583959,0.8331,2.0
51,college of the holy cross,college of the holy cross,166124.0,91%,18.0,88%,57.0,-3%,74.0,112.0,-5%,141.0,84118.0,69335.0,4.0,15751.0,84.0,0.7,71.0,110.0,52.0,14.0,4%,145.0,NO,4.0,0%,149.0,13.0,100.0,97.0,ma,117.0,Worcester,Massachusetts,national-liberal-arts-colleges,,Worcester,,private,#27,27.0,44.0,34.0,True,28.0,39.0,36.0,60850.0,,3233.0,1260.0,34577.0,City,2.43,"$39,310","$90,543",93%,21.0,57.0,0.1597,166124.0,214100.0,www.holycross.edu/,0.4491,0.5509,0.7129,0.0389,0.1179,0.0392,0.0003,0.0003,0.0323,0.0287,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74286.0,0.36355884025014,0.8889,2.0
52,macalester college,macalester college,173902.0,90%,25.0,89%,83.0,0%,35.0,79.0,8%,29.0,59948.0,66124.0,169.0,14169.0,59.0,2.5,34.0,22.0,13.0,87.0,22%,11.0,NO,6.0,0%,149.0,65.0,20.0,10.0,mn,89.0,Saint Paul,Minnesota,national-liberal-arts-colleges,,St. Paul,,private,#27,27.0,30.0,22.0,True,31.0,63.0,28.0,64908.0,,2175.0,1370.0,28934.0,Urban,4.74,"$29,697","$63,878",92%,86.0,98.0,0.1843,173902.0,235800.0,www.macalester.edu/,0.4233,0.5767,0.5374,0.0587,0.1021,0.0758,0.0023,0.0083,0.0836,0.1275,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76357.0,0.28420678207256,0.8297,2.0
53,berea college,berea college,156295.0,67%,121.0,52%,5.0,-17%,184.0,279.0,41%,1.0,38946.0,34393.0,42.0,4498.0,4.0,0.0,122.0,106.0,34.0,112.0,5%,140.0,YES,4.0,9%,60.0,1.0,120.0,22.0,ky,148.0,Berea,Kentucky,national-liberal-arts-colleges,,Berea,,private,#30,30.0,53.0,2.0,True,23.0,,25.0,726.0,3.6,1433.0,1136.0,,,2.18,"$2,601","$43,150",66%,18.0,94.0,0.8239,156295.0,195500.0,https://www.berea.edu/,0.403,0.597,0.4426,0.187,0.1544,0.039,0.0,0.0007,0.0885,0.0829,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54396.0,0.24582769508344,0.5132,2.0
54,bryn mawr college,bryn mawr college,211273.0,86%,37.0,87%,115.0,2%,19.0,51.0,-3%,123.0,68946.0,64092.0,38.0,15334.0,73.0,8.8,2.0,14.0,78.0,84.0,8%,78.0,NO,6.0,18%,25.0,44.0,3.0,45.0,pa,68.0,Bryn Mawr,Pennsylvania,national-liberal-arts-colleges,,Bryn Mawr,,private,#30,30.0,23.0,10.0,True,29.0,44.0,31.0,62560.0,,1409.0,1280.0,22118.0,,4.77,"$41,833","$75,217",84%,89.0,3.0,0.1399,211273.0,323700.0,www.brynmawr.edu/,0.0,1.0,0.5107,0.0506,0.1013,0.1106,0.0007,0.0,0.0556,0.1448,0.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75690.0,0.30745687256538,0.7838,2.0
55,bucknell university,bucknell university,211291.0,90%,24.0,89%,87.0,-1%,49.0,94.0,-11%,179.0,87393.0,72903.0,6.0,23736.0,186.0,5.2,7.0,73.0,172.0,17.0,4%,146.0,NO,5.0,3%,123.0,50.0,24.0,151.0,pa,81.0,Lewisburg,Pennsylvania,national-liberal-arts-colleges,,Lewisburg,,private,#30,30.0,27.0,59.0,True,30.0,39.0,33.0,64772.0,3.6,3747.0,1310.0,38645.0,Rural,2.59,"$42,198","$93,807",88%,28.0,122.0,0.1022,211291.0,323800.0,www.bucknell.edu/,0.4812,0.5188,0.7567,0.0413,0.0726,0.045,0.0003,0.0005,0.037,0.0461,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77740.0,0.3255317331511,0.8242,2.0
56,lafayette college,lafayette college,213385.0,89%,28.0,86%,63.0,-2%,66.0,64.0,-10%,177.0,89570.0,72070.0,2.0,16238.0,91.0,1.6,48.0,74.0,142.0,43.0,13%,37.0,YES,5.0,0%,149.0,15.0,65.0,66.0,pa,77.0,Easton,Pennsylvania,national-liberal-arts-colleges,,Easton,,private,#30,30.0,26.0,28.0,True,30.0,31.0,34.0,61824.0,3.6,2729.0,1330.0,30629.0,Suburban,2.39,"$36,995","$91,410",89%,20.0,73.0,0.0934,213385.0,328400.0,https://www.lafayette.edu/,0.5002,0.4998,0.6774,0.0536,0.0822,0.0411,0.0015,0.0,0.0433,0.0771,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75934.0,0.33628571428571,0.8563,2.0
57,colorado college,colorado college,126678.0,87%,33.0,90%,144.0,3%,14.0,48.0,-1%,109.0,59302.0,70533.0,192.0,12090.0,39.0,2.8,25.0,40.0,40.0,96.0,6%,117.0,NO,6.0,5%,89.0,94.0,33.0,55.0,co,115.0,Colorado Springs,Colorado,national-liberal-arts-colleges,,Colorado Springs,,private,#33,33.0,43.0,68.0,False,,,14.0,65028.0,,2241.0,,,,4.04,"$28,892","$65,222",88%,63.0,66.0,0.1397,126678.0,134700.0,www.coloradocollege.edu/,0.4453,0.5547,0.6688,0.0299,0.1099,0.0455,0.0032,0.0018,0.0695,0.0607,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79229.0,0.1630130002549,0.8289,2.0
58,mount holyoke college,mount holyoke college,166939.0,85%,39.0,88%,149.0,5%,6.0,117.0,8%,30.0,53576.0,57162.0,147.0,13832.0,56.0,2.6,32.0,17.0,35.0,112.0,8%,95.0,YES,0.0,12%,49.0,38.0,15.0,41.0,ma,55.0,South Hadley,Massachusetts,national-liberal-arts-colleges,,South Hadley,,private,#34,34.0,16.0,16.0,False,30.0,63.0,40.0,64142.0,3.9,2193.0,1350.0,31700.0,Suburban,6.8,"$31,444","$58,418",85%,124.0,17.0,0.2073,166939.0,219200.0,https://www.mtholyoke.edu/,0.0,1.0,0.5066,0.0499,0.0852,0.0673,0.0009,0.0009,0.0467,0.2313,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75051.0,0.39762975071516,0.7799,2.0
59,franklin and marshall college,franklin and marshall college,212577.0,85%,43.0,84%,94.0,-1%,50.0,87.0,-6%,153.0,76340.0,61840.0,5.0,15677.0,82.0,4.2,13.0,50.0,88.0,112.0,8%,90.0,NO,4.0,3%,121.0,17.0,25.0,103.0,pa,84.0,Lancaster,Pennsylvania,national-liberal-arts-colleges,F&M Franklin & Marshall,Lancaster,,private,#35,35.0,28.0,25.0,True,30.0,58.0,36.0,68380.0,,1990.0,1300.0,29609.0,,3.2,"$33,802","$76,124",85%,40.0,150.0,0.187,212577.0,326500.0,www.fandm.edu/,0.4658,0.5342,0.5619,0.0549,0.1032,0.0443,0.0015,0.0,0.0347,0.1898,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80319.0,0.36232208898352,0.8122,2.0
60,occidental college,occidental college,120254.0,86%,36.0,90%,152.0,3%,16.0,103.0,5%,60.0,67872.0,72284.0,154.0,15393.0,75.0,2.8,26.0,46.0,48.0,93.0,21%,13.0,YES,0.0,0%,149.0,67.0,37.0,39.0,ca,95.0,Los Angeles,California,national-liberal-arts-colleges,,Los Angeles,,private,#35,35.0,33.0,41.0,True,31.0,50.0,39.0,63446.0,3.7,1942.0,1360.0,35196.0,Urban,4.0,"$37,334","$75,951",83%,62.0,46.0,0.1717,120254.0,124900.0,https://www.oxy.edu/,0.4109,0.5891,0.4884,0.0398,0.1664,0.1349,0.0,0.0,0.1132,0.046,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77878.0,0.393973037272,0.7729,2.0
61,scripps college,scripps college,123165.0,88%,29.0,88%,96.0,-4%,85.0,24.0,-1%,111.0,67688.0,71422.0,149.0,17754.0,115.0,0.1,121.0,37.0,95.0,112.0,11%,49.0,NO,4.0,0%,149.0,115.0,58.0,108.0,ca,67.0,Claremont,California,national-liberal-arts-colleges,,Claremont,,private,#35,35.0,22.0,113.0,True,32.0,37.0,28.0,63434.0,,1081.0,1390.0,35232.0,Suburban,,,,,,65.0,0.1118,123165.0,117400.0,www.scrippscollege.edu/,0.0,1.0,0.5405,0.0401,0.1295,0.1286,0.0,0.0,0.1146,0.0345,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79740.0,0.27912229751532,0.7704,2.0
62,skidmore college,skidmore college,195526.0,88%,31.0,84%,54.0,8%,3.0,83.0,-14%,189.0,66134.0,66227.0,90.0,12796.0,44.0,2.7,28.0,72.0,126.0,94.0,8%,94.0,NO,4.0,4%,109.0,32.0,51.0,132.0,ny,102.0,Saratoga Springs,New York,national-liberal-arts-colleges,,Saratoga Springs,,private,#38,38.0,36.0,49.0,False,30.0,52.0,26.0,64880.0,,2758.0,1300.0,31780.0,,4.44,"$34,165","$69,363",86%,74.0,210.0,0.1513,195526.0,281400.0,www.skidmore.edu/,0.4144,0.5856,0.6334,0.0441,0.0995,0.0554,0.0011,0.0007,0.0565,0.0911,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79250.0,0.25540468785557,0.8067,2.0
63,denison university,denison university,202523.0,85%,40.0,85%,100.0,-4%,86.0,99.0,-9%,168.0,59054.0,63473.0,155.0,16898.0,102.0,0.6,77.0,71.0,75.0,112.0,37%,3.0,YES,6.0,3%,122.0,107.0,78.0,4.0,oh,114.0,Granville,Ohio,national-liberal-arts-colleges,,Granville,,private,#39,39.0,42.0,60.0,True,29.0,56.0,22.0,64000.0,,2330.0,1270.0,34101.0,Suburban,4.53,"$34,134","$67,753",81%,77.0,75.0,0.1388,202523.0,304200.0,https://www.denison.edu/,0.478,0.522,0.6089,0.0569,0.0707,0.0337,0.0,0.0004,0.0403,0.1696,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73725.0,0.21963993453355,0.8205,2.0
64,hillsdale college,hillsdale college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi,,,,national-liberal-arts-colleges,,Hillsdale,,private,#39,39.0,,,True,30.0,30.0,21.0,32092.0,3.9,1573.0,1360.0,35054.0,Rural,,,,,,86.0,0.0,170286.0,227200.0,https://www.hillsdale.edu/,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2058336095459,0.7555,2.0
65,kenyon college,kenyon college,203535.0,93%,12.0,88%,39.0,-14%,169.0,35.0,-6%,154.0,62778.0,64257.0,119.0,15274.0,72.0,1.0,58.0,23.0,37.0,112.0,12%,44.0,NO,1.0,0%,149.0,124.0,30.0,92.0,oh,93.0,Gambier,Ohio,national-liberal-arts-colleges,,Gambier,,private,#39,39.0,32.0,92.0,True,31.0,44.0,34.0,69330.0,3.9,1885.0,1370.0,32355.0,,4.7,"$39,277","$71,830",89%,85.0,41.0,0.0996,203535.0,306500.0,https://www.kenyon.edu/,0.439,0.561,0.6638,0.0293,0.0762,0.0448,0.0,0.0005,0.0543,0.1183,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80270.0,0.34302612124199,0.8398,2.0
66,pitzer college,pitzer college,121257.0,85%,41.0,85%,101.0,3%,13.0,37.0,-6%,151.0,63232.0,71531.0,188.0,10169.0,26.0,0.3,97.0,82.0,9.0,71.0,6%,120.0,YES,6.0,1%,138.0,84.0,91.0,7.0,ca,88.0,Claremont,California,national-liberal-arts-colleges,,Claremont,,private,#39,39.0,29.0,51.0,True,,34.0,18.0,62692.0,3.9,1212.0,,35103.0,Suburban,,,,,,61.0,0.107,121257.0,117200.0,https://www.pitzer.edu/,0.4092,0.5908,0.4868,0.0462,0.132,0.1205,0.005,0.005,0.0957,0.0718,0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79558.0,0.184,0.7761,2.0
67,spelman college,spelman college,141060.0,77%,79.0,58%,2.0,-13%,160.0,213.0,-3%,121.0,54903.0,48478.0,24.0,36895.0,199.0,2.7,27.0,42.0,47.0,19.0,6%,122.0,NO,6.0,3%,115.0,131.0,35.0,62.0,ga,126.0,Atlanta,Georgia,national-liberal-arts-colleges,,Atlanta,,private,#39,39.0,48.0,89.0,True,22.0,72.0,28.0,30058.0,3.9,2374.0,1090.0,33592.0,Urban,7.14,"$38,319","$59,993",77%,129.0,56.0,0.4245,141060.0,159400.0,www.spelman.edu/,0.0542,0.9458,0.0707,0.848,0.0,0.0136,0.0094,0.0019,0.0119,0.0036,0.041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47717.0,0.28390358268004,0.6667,2.0
68,trinity college,trinity college,130590.0,83%,51.0,85%,134.0,4%,11.0,60.0,0%,103.0,72387.0,67352.0,35.0,11621.0,36.0,1.8,42.0,96.0,83.0,112.0,5%,127.0,NO,6.0,1%,135.0,20.0,72.0,99.0,ct,104.0,Hartford,Connecticut,national-liberal-arts-colleges,,Hartford,,private,#39,39.0,37.0,40.0,True,30.0,59.0,36.0,67420.0,,2167.0,1300.0,27958.0,City,2.8,"$37,118","$90,779",83%,32.0,60.0,0.1331,130590.0,141400.0,https://www.trincoll.edu/,0.4858,0.5142,0.6095,0.0612,0.0859,0.042,0.0019,0.0005,0.043,0.1378,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79605.0,0.36141479099678,0.7972,2.0
69,union college,union college,196866.0,86%,38.0,85%,103.0,5%,7.0,89.0,-11%,178.0,72897.0,71586.0,74.0,16472.0,95.0,1.7,45.0,79.0,130.0,45.0,9%,69.0,NO,0.0,0%,149.0,56.0,66.0,170.0,ny,134.0,Schenectady,New York,national-liberal-arts-colleges,,Schenectady,,private,#44,45.0,50.0,85.0,False,29.0,57.0,47.0,66456.0,3.7,2107.0,1310.0,34722.0,City,2.59,"$35,375","$88,604",86%,27.0,23.0,0.1327,196866.0,288900.0,www.union.edu/,0.5556,0.4444,0.6678,0.0438,0.0871,0.065,0.001,0.0005,0.0332,0.1011,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78611.0,0.46512177819815,0.7964,2.0
70,connecticut college,connecticut college,128902.0,83%,48.0,86%,138.0,4%,9.0,72.0,1%,87.0,70642.0,65331.0,34.0,17318.0,106.0,1.6,47.0,83.0,66.0,112.0,18%,21.0,NO,6.0,0%,149.0,39.0,68.0,56.0,ct,109.0,New London,Connecticut,national-liberal-arts-colleges,,New London,,private,#46,46.0,40.0,42.0,True,30.0,49.0,40.0,64812.0,3.8,1948.0,1360.0,35116.0,Suburban,3.28,"$32,664","$75,001",82%,45.0,52.0,0.1613,128902.0,137900.0,www.conncoll.edu/,0.3849,0.6151,0.6742,0.0439,0.117,0.0334,0.0,0.0005,0.0334,0.0768,0.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79575.0,0.40404849039341,0.8136,2.0
71,depauw university,depauw university,150400.0,84%,46.0,75%,17.0,-3%,81.0,103.0,-6%,148.0,64520.0,56393.0,17.0,17160.0,104.0,0.4,94.0,53.0,128.0,50.0,5%,136.0,NO,0.0,6%,79.0,34.0,71.0,167.0,in,120.0,Greencastle,Indiana,national-liberal-arts-colleges,,Greencastle,,private,#46,46.0,45.0,67.0,True,24.0,50.0,66.0,57070.0,3.9,1752.0,1140.0,30293.0,Rural,2.81,"$25,673","$70,527",87%,33.0,30.0,0.1651,150400.0,179200.0,www.depauw.edu/,0.4931,0.5069,0.5918,0.0577,0.0808,0.0271,0.0,0.0,0.0242,0.2102,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70394.0,0.65802382620882,0.7478,2.0
72,dickinson college,dickinson college,212009.0,84%,45.0,85%,111.0,1%,33.0,65.0,-5%,140.0,71065.0,64638.0,23.0,10535.0,30.0,1.3,50.0,84.0,55.0,15.0,13%,38.0,YES,6.0,3%,120.0,23.0,75.0,17.0,pa,99.0,Carlisle,Pennsylvania,national-liberal-arts-colleges,,Carlisle,,private,#46,46.0,35.0,21.0,True,29.0,62.0,35.0,63450.0,,2125.0,1260.0,32317.0,Suburban,3.21,"$30,345","$70,204",84%,42.0,72.0,0.152,212009.0,325300.0,https://www.dickinson.edu/,0.4167,0.5833,0.6519,0.0451,0.0744,0.0523,0.0005,0.0005,0.0451,0.1176,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77188.0,0.3492313279264,0.804,2.0
73,furman university,furman university,218070.0,80%,59.0,84%,155.0,-4%,87.0,77.0,1%,91.0,59616.0,61780.0,130.0,19973.0,152.0,2.1,37.0,61.0,135.0,4.0,1%,184.0,YES,5.0,21%,15.0,122.0,53.0,35.0,sc,149.0,Greenville,South Carolina,national-liberal-arts-colleges,,Greenville,,private,#46,46.0,54.0,87.0,True,28.0,45.0,67.0,58312.0,3.7,2283.0,1260.0,34330.0,Suburban,3.64,"$31,357","$68,635",80%,49.0,84.0,0.111,218070.0,343400.0,www.furman.edu/,0.4135,0.5865,0.7656,0.0588,0.0601,0.0364,0.0013,0.0004,0.0369,0.0351,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69678.0,0.67021559755123,0.7831,2.0
74,whitman college,whitman college,237057.0,89%,27.0,82%,31.0,-3%,78.0,37.0,1%,81.0,61891.0,64857.0,140.0,21432.0,171.0,1.2,54.0,19.0,39.0,112.0,10%,51.0,NO,4.0,0%,145.0,106.0,22.0,69.0,wa,98.0,Walla Walla,Washington,national-liberal-arts-colleges,,Walla Walla,,private,#46,46.0,34.0,75.0,True,30.0,47.0,48.0,61492.0,3.6,1493.0,1293.0,32400.0,,4.76,"$35,627","$67,589",87%,88.0,96.0,0.1391,237057.0,380300.0,www.whitman.edu/,0.4355,0.5645,0.6053,0.0265,0.0924,0.0618,0.0034,0.0014,0.07,0.1189,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71982.0,0.47698744769874,0.8346,2.0
75,centre college,centre college,156408.0,83%,49.0,79%,48.0,-7%,114.0,52.0,2%,74.0,59212.0,61788.0,134.0,14922.0,68.0,0.3,103.0,55.0,64.0,42.0,25%,9.0,NO,6.0,0%,149.0,89.0,74.0,33.0,ky,223.0,Danville,Kentucky,national-liberal-arts-colleges,,Danville,,private,#51,51.0,82.0,71.0,True,26.0,61.0,62.0,50550.0,3.8,1357.0,1195.0,22386.0,City,2.58,"$22,024","$66,240",82%,26.0,115.0,0.2175,156408.0,196100.0,https://www.centre.edu/,0.4833,0.5167,0.7305,0.0572,0.0713,0.0431,0.0015,0.0,0.0393,0.0468,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60700.0,0.62848751835535,0.8475,2.0
